,Name,Reviews,Rating
255,Pandhari  Jagade,Best product. Best in the MarketNice look watch 👍READ MORE,5
256,Flipkart Customer,Nice productREAD MORE,5
257,Koushik Paul,Battery quality is 😞READ MORE,
258,Navyasree Baratam,An awesome productREAD MORE,5
259,Shubham Anand,Amazing watch..READ MORE,4
260,Flipkart Customer,Nice 👍👍READ MORE,5
261,Flipkart Customer,niceREAD MORE,5
262,Anilkumar Das,This product was very good I hav to fill betterREAD MORE,4
263,ASHISH KAJUL,The BP monitor and oxymeter readings are nowhere near realistic readings. Even the pedometer readings are not correctREAD MORE,
264,pooja kumari,Watch is Good but no function of acepting mute and rejecting calls..READ MORE,3
265,Flipkart Customer,Worth buyingREAD MORE,4
266,rajan thakur,"Smart watch is good, activity tracking is not perfect but it gives u approx measurement.only issue is battery nd charging.battery last for 3 days nd you will face problem while charging.i am using it for 4 months now battery start draining very fast,and if u on bluetooth then it will last for one day maxREAD MORE",5
267,Santosh Patil,Super productREAD MORE,5
268,AVINASH  MANE,"Not working properly. I worn in my hand & given command for measuring heart rate, spo2 in watch it displays no worn. So not functional.READ MORE",
269,Aditya Rathore,Just an amazing watch at this price you can even add custom photos or walpaper to your watch just loved the watchREAD MORE,5
270,Flipkart Customer,Nice product👌👌👌Value for money👍READ MORE,5
271,Flipkart Customer,"I would recommend not buy .... This watch is a waste of money.. Worst part is it doesn't show accurate BP, spo2READ MORE",
272,Flipkart Customer,NycREAD MORE,3
273,Smruti Ranjan Dash,Worst productREAD MORE,
274,Rohit Patil,"Screen is too small, battery backup is not good, always disconnected from the device, connectivity problemREAD MORE",
275,Suchit  Chand,Don't buy. Only after using 3 month it stop working. I registered 3 time complaint but they don't respond and helpline center also not received call. Useless product.READ MORE,
276,Flipkart Customer,Awesome purchase  and gift it to my wife on her birthday.READ MORE,5
277,Vignessh A,Nice productREAD MORE,5
278,SRIKANTA KUMAR  DASH,Don't bay this product Sensor issuesREAD MORE,
279,Sumon  Chowdhury ,Most faltu watchREAD MORE,
280,Amulya Ammu,Waste watch don't wast of moneyREAD MORE,
281,Shraddha  Parab ,"Amazing watch, I recommend all of who love smartwatchREAD MORE",4
282,Najrul Hasan,Very Bad qualityREAD MORE,
283,HRX khan ,Poor quality and working not goodREAD MORE,
284,Flipkart Customer,BadREAD MORE,
285,mohit rao,Product is ok to useREAD MORE,
286,Jitendra Gupta,Very bad productREAD MORE,
287,Himansu Sekhar Pradhan,Very bad qualityREAD MORE,
288,Ganesh B,Call reject & notification silent mode options not there... Better go with another brandREAD MORE,
289,Dilipsinh Rathod,its third class peace nd dont get buy anyone its money west i was baught and i felt guilty for thisREAD MORE,
290,Sintu Kumar,Nothing is batterREAD MORE,
291,Mohd Hussain,No satisfactionREAD MORE,
292,SANJU KUMAR,At this price company have to inbuilt with better feature.READ MORE,
293,Sowvik Aditya,Quite Good in reasonable price!READ MORE,5
294,Tammali Suresh Babu,ExcellentREAD MORE,5
295,CHHOTON BHATTACHARJEE,Not satisfied..... activities are wrong valueREAD MORE,5
296,Flipkart Customer,Very nice productREAD MORE,5
297,K.Narasingh Reddy,Activate not good battery performance bagREAD MORE,
298,Jalandhar  Kumar,Bad smart watchREAD MORE,
299,Suman Sk,Worst watch after 10 days touch not working...don't buy waste of moneyREAD MORE,
300,Tushar  Gaonkar ,Don't buy this productREAD MORE,
301,Jitender kumar Saini,Osm product in this price.. very nice and good looking watch with many watch faces..a complete satisfaction in this range..😍🥰READ MORE,5
302,Vishnu Vardhan,Super product...good conditionREAD MORE,5
303,Praveen Ganchi,"After 7 days , it's stop working. It doesn't chargeREAD MORE",
304,Aashay Patil,Worth For MoneyREAD MORE,5
305,Sriram  Prasad,"Wow I love this smart watch, great features. Nice product, I definitely recommend this watch to others.READ MORE",5
306,vikesh singh,"Product is cheap in quality. Not water proof definitely as it got wet in rain and stopped working. Raised a complaint, lets c will update later about customer care once issue resolved.READ MORE",
307,Rasidul  Ali,Good but not call reciveREAD MORE,5
308,HITESH  PATEL,GoodREAD MORE,4
309,Flipkart Customer,GoodREAD MORE,3
310,Mohan  Awasthy,Very GoodREAD MORE,4
311,Flipkart Customer,Very badREAD MORE,
312,Guru Bhargav,Nice watchREAD MORE,5
313,praveen nouluri,Worest product in flipkart. Sensor not working properly. Battery consumption is too high. And there is no return policy.READ MORE,
314,shiva Surya,Only 2 to 3 daysREAD MORE,
315,Raja Shekar,Battery backup too low don't buy this product unless u want battery backupREAD MORE,
316,saurabh raj chaudhary,Waste of money It show SPO2 for dead thing also.0% accuracyREAD MORE,
317,Bipul  Goswami ,This podcast very badREAD MORE,
318,Parth D Godhani,Not any future work properlyREAD MORE,
319,ANIL KUMAR NIMBEKAR,"It shows wrong reading of BP,HR and Spo2.Unable to set the time and date.READ MORE",
320,Pragnesh rana,Software problemREAD MORE,
321,Sachin Matte,"Very poor battery backup, look could have been better alsoREAD MORE",
322,Flipkart Customer,Watch is very good and just like the name fire..Using since last 15 days but used it now.Quality and battery backup is good.READ MORE,
323,Prateek Narula,Not a good productREAD MORE,
324,Sheril  Nath,My watch is not changing after a week. !!!!READ MORE,
325,Flipkart Customer,Very bad product after 10 days my display is not working now I can't even replace itREAD MORE,
326,Flipkart Customer,Bad productREAD MORE,
327,SANJIT Kumar Chakraborty,Good But needs to improved some features...Some of features  not workingREAD MORE,
328,SURYA DHANUSH,Low price goood product. Worth of value mony..READ MORE,5
329,Ashyal Babu,Battery draining fast in one day from 100 to 70 waste watch I ever seen money wasteREAD MORE,
330,Kartik Slathia,Only problem is u can't pic phone except that it's value for money 💰READ MORE,5
331,Mohammed Musthak,Very nice watch 😍READ MORE,5
332,Dushasan D,GoodREAD MORE,5
333,Flipkart Customer,"Ya it's cool watch and i liked the quality, and water resistant, it's looking cool great watch awesome 😊READ MORE",5
334,Vijay Kumar,Worth product on budgetREAD MORE,5
335,Ghanshyam Davra,This is very bad experience from flipkart. I want return but no one pick up boy come to return pickup and 5 time cancel return request. Seller is cheat with meREAD MORE,
336,sushant mhatre,Don'tREAD MORE,3
337,Sourabh Grover,Doesn't Display Exact DataREAD MORE,4
338,vijay babu,The display is the main concern because while showing the picture in flipkart it shows complete display and coming to practicality the display is only 80% which is not acceptable to meREAD MORE,
339,Harshad  Dabhade ,Waste of money.READ MORE,
340,Samson Gangolu,Very very small Display. They Published in images looks full display screen. But in reality very small screen. Battery & charging problem. Cheated. Other features also not upto mark. Totally waste.READ MORE,
341,Flipkart Customer,Only 8 hours battery backup.READ MORE,5
342,Flipkart Customer,Good Product...value for moneyREAD MORE,4
343,Flipkart Customer,Waste moneyREAD MORE,
344,Adarsh Adarsh,Very bad productREAD MORE,
345,Flipkart Customer,Dial is thickREAD MORE,
346,Knight,"An entry level smart watch. It has all features what is  needed, but accuracy is a suspect. BP monitor was not advertised but it is available,  the values are showing a vague value. Values shown by heart rate sensor and spo2, is still more near the actual values.Looks are great. Really looks good on hand.READ MORE",3
347,Flipkart Customer,Very bad product it's is not useful productREAD MORE,
348,Madhusmita Mallick,NiceREAD MORE,5
349,Kishore Giddi,Very good product and of course I love all the products of FIRE BOLTTREAD MORE,4
350,shubham sali,Good productREAD MORE,4
351,Flipkart Customer,Useless product. Not getting reminders & messages notifications.READ MORE,
352,Flipkart Customer,Don't buy this is a worst product I have ever seenREAD MORE,
353,Prakash  N,Bp oxygen measures are wrongREAD MORE,
354,Abhishek Arya,The watch is good. But the display is smaller if compared to image.. and battery I'd draining so fast...READ MORE,3
355,Vishnu Bhasi,"Very bad prodect, twist on display very slow, very small displayREAD MORE",
356,Ankush kumar Jain,Money westREAD MORE,
357,Saurabh,Nyc one product and value for money productREAD MORE,5
358,akshay goel,Watch size mini and sensor not working properly ....and bp not workingREAD MORE,
359,Flipkart Customer,Its my first smart watch... And my experience of 2 weeks is wonderful 😇😇I loved it alot...🥰😍😘👌👌Its superb....👑👑👍✌Its pink colour is so cute and eye pleasing 😍❤😊READ MORE,5
360,Padmaraj Patil,Not as much as expected better to go for bolt or noise and waste of money and its not connecting with mobile application pathetic and poor software..😠😠😠😠😠😠READ MORE,
361,Samson Christopher,"Please don't buy this watch ,I bought it just to support our made in India product.pedometer and battery are the worst in this watch.not happy,I can't get refund according to their wonderful policy...I am stuck ,you don't get by buying this.i would have been happy if I got refund.READ MORE",
362,SURAJ KUMAR,Product is not goodREAD MORE,
363,Anu Augustin,Battery backup is very poor standby upto 2 daysREAD MORE,
364,subham Mahata,Best thing at a low priceREAD MORE,5
365,Flipkart Customer,Nyc productREAD MORE,4
366,Neha Thakur Bhandari,The watch looks so damn awesome. It is a masterpiece indeed. The best smartwatch n budget.READ MORE,5
367,Nilesh Pawar,Kind of good kind of bad for me give approximate rating and also good colourREAD MORE,3
368,Rahul Gupta,Very small screen sizeREAD MORE,
369,Flipkart Customer,Nice WatchREAD MORE,
370,Gokul A T,It's worth for moneyREAD MORE,5
371,Monish Kumar,Good product chip and best worth of money amazing all futuresREAD MORE,5
372,Anand  Kumar,"Watch working very smooth and comfortable n lite to wearIt's a fully loaded Watch except Inbuilt GPS you have most of the features available.Call Notification, SMS Notification are working smooth.Health monitoring services shows accurate value ..you just need to keep your wrist still for few secs still it's complete it analysis.READ MORE",5
